NO,최초입사연도,산지,마번,마명,생산국,성별,털색,부마,모마,생산자,경매일,경매가,최초경주마입사일,출전,1위횟수,2위횟수,수득상금,승률,최고군,최초출전일,입사시조,입사시조교사,최초출발검사합격일,출생년도,심사 합격마,육성훈련합격일,육성조련사,경주마가격,포입여부
6676,2021,국산,45032,스카이팡팡,한국,수,흑갈색,커널존,오리엔탈패스,이병일,,,2021-09-25,3,0,0,4600000,0,6,2021-12-04,32,김윤섭,2021-10-21,2019,1,2021-09-02,양승희,"22,000,000",
5877,2021,국산,43776,은혜레코드,한국,수,갈색,커널존,부경게이트,전동호,,,2021-09-11,2,0,0,,0,6,2021-12-25,8,최용구,2021-09-30,2019,1,2021-09-02,한국생협B,"20,000,000",
6347,2021,국산,44483,화랑스카이,한국,암,갈색,컬러즈플라잉,위버스리틀빅슨,오공학,,,2021-09-05,3,0,0,,0,6,2022-01-07,8,토마스,2021-10-09,2019,1,2021-09-02,전기혁,"20,000,000",
6646,2021,국산,44911,화랑브라보,한국,암,갈색,컬러즈플라잉,레이디포르짜,김태형,,,2021-09-05,5,0,0,4000000,0,6,2021-10-24,1,백광열,2021-09-15,2019,1,2021-09-02,전기혁,"17,000,000",
6215,2021,국산,44148,레드컬러,한국,암,갈색,컬러즈플라잉,레드영,이충헌,,,2021-09-05,2,0,0,,0,6,2021-12-17,26,방동석,2021-10-30,2019,1,2021-09-02,한국생협B,,
6739,2021,국산,44604,퀸실버,한국,암,밤색,콩코드포인트,미소수프,정이남,,,2021-11-13,,,,,,,,33,서인석,2021-11-24,2019,1,2021-09-02,한국생협C,,
6363,2021,국산,45037,기쁨환희,한국,암,갈색,테스타마타,만점환희,김창희,,,2021-10-09,3,0,0,5600000,0,6,2021-12-05,48,이준철,2021-11-04,2019,1,2021-09-02,김영주,,
6731,2021,국산,45076,순간터치,한국,수,갈색,테이크차지인디,캔들글로우,김호균,2021-05-11,"60,000,000",2021-10-09,2,0,1,8800000,0,6,2021-12-25,40,송문길,2021-11-10,2019,1,2021-09-02,한국생협A,"60,000,000",
6261,2021,국산,44168,토미리스,한국,암,흑갈색,테이크차지인디,배블레이디,정병철,2020-12-22,"48,000,000",2021-09-26,,,,,,,,30,울즐리,2021-12-18,2019,1,2021-09-02,한국생협A,"48,000,000",
6641,2021,국산,44227,퍼플스타,한국,암,갈색,테이크차지인디,승리여제,고형석,2021-05-11,"25,000,000",2021-10-03,1,0,0,,0,6,2022-02-25,33,권승주,2021-11-27,2019,1,2021-09-02,김영주,"25,000,000",
6817,2021,국산,44099,선더여왕,한국,암,밤색,티즈원더풀,끝판여왕,강태호,,,2021-09-04,2,0,0,,0,6,2021-11-27,18,박대흥,2021-09-29,2019,1,2021-09-02,한국생협B,"24,000,000",
6399,2021,국산,44201,동남히어로,한국,수,회색,디바인파크,미러클윈,김호종,,,2021-10-03,,,,,,6,,10,구민성,2021-12-08,2019,1,2021-08-27,김용선,"10,000,000",
6925,2021,국산,44411,행복한함안,한국,암,갈색,머스킷맨,눈부신성장,함안군승마공원,,,2021-10-25,,,,,,6,,2,강형곤,2021-12-08,2019,1,2021-08-27,조근원,,
6371,2021,국산,43890,은성챔피언,한국,수,갈색,메니피,시어리어슬리,김형석,2021-07-06,"38,000,000",2021-10-31,,,,,,,,33,권승주,2021-12-15,2019,1,2021-08-27,이상근,"38,000,000",
6578,2021,국산,44092,빅스고,한국,수,밤색,빅스,콜미레이서,태영영농조합법인,2021-06-22,"40,000,000",2021-09-04,4,2,1,63800000,50,4,2021-10-31,5,우창구,2021-09-29,2019,1,2021-08-27,홍성호,"40,000,000",
6655,2021,국산,44310,피엔에스팩트,한국,수,갈색,선더모카신,에이스임팩트,현태봉,2021-10-26,"50,200,000",2021-11-07,,,,,,6,,37,심승태,2021-11-24,2019,1,2021-08-27,박복규,"50,200,000",
6571,2021,국산,44375,스페셜투게더,한국,수,밤색,애니기븐새터데이,행운의만남,농업회사법인 프리미엄팜 주식회사,,,2021-09-08,2,0,0,,0,6,2021-11-28,2,강형곤,2021-10-30,2019,1,2021-08-27,김용선,"30,000,000",
6637,2021,국산,44475,플라잉아테나,한국,암,갈색,올드패션드,쇼우미어게인,이용대,2021-03-23,"40,000,000",2021-09-04,4,0,2,17600000,0,5,2021-11-21,14,이신영,2021-09-29,2019,1,2021-08-27,최종필,"40,000,000",
6239,2021,국산,43703,돌배,한국,암,밤색,올드패션드,은빛투혼,이광림,,,2021-09-11,3,0,0,4400000,0,6,2021-12-26,28,최상식,2021-10-29,2019,1,2021-08-27,최종필,"10,000,000",
6169,2021,국산,44135,푸른빛깔,한국,수,갈색,카우보이칼,딕시빌댄서,조창규,,,2021-08-28,7,0,0,,0,6,2021-10-03,49,지용철,2021-09-09,2019,1,2021-08-27,박복규,"40,000,000",
5989,2021,국산,43823,동방사기,한국,암,갈색,콩코드포인트,소노라선셋,김영선,,,2021-11-13,2,0,0,,0,6,2022-01-23,32,김윤섭,2021-12-02,2019,1,2021-08-27,이상근,,
6489,2021,국산,44035,베스트팔콘,한국,암,갈색,투아너앤드서브,제이원,이상영,2020-11-24,"20,000,000",2021-09-18,1,0,0,,0,6,2022-01-23,52,김동균,2021-11-18,2019,1,2021-08-27,최종필,"20,000,000",
6234,2021,국산,44145,스페셜팩트,한국,암,갈색,티즈원더풀,본프로스펙터,박동훈,,,2021-09-08,3,0,0,,0,6,2021-12-17,2,강형곤,2021-11-13,2019,1,2021-08-27,김용선,,
6626,2021,국산,44019,송암베스트,한국,암,갈색,티즈웨이,스위치잇,농업회사법인(주)송암축산,,,2021-11-06,2,0,0,11200000,0,6,2022-01-30,31,강환민,2022-01-05,2019,1,2021-08-27,김용선,,
6358,2021,국산,44708,금아위티,한국,암,갈색,퍼지,이월,이병일,,,2021-08-28,3,0,0,1600000,0,6,2021-11-13,54,박천서,2021-09-29,2019,1,2021-08-27,이상근,"17,000,000",
6332,2021,국산,43992,해피믹스,한국,암,밤색,BIG BLUE KITTEN,로스바이세,김진우,,,2021-08-28,3,1,0,30600000,33.3,5,2021-12-19,27,박병일,2021-10-21,2019,1,2021-08-19,김경남,"27,000,000",포입말
6876,2021,국산,44673,금아스타리,한국,암,밤색,ANIMAL KINGDOM,클래시컬휴머,오공학,,,2021-08-29,,,,,,,,19,김영관,,2019,1,2021-08-19,한국생협A,"10,000,000",포입말
6209,2021,국산,44696,초계비행,한국,암,갈색,ANCHOR DOWN,임브레이스유어드,이병일,,,2021-09-25,,,,,,,,32,김윤섭,2021-10-21,2019,1,2021-08-19,양승희,"50,000,000",포입말
5869,2021,국산,43675,유서프,한국,수,회색,ANCHOR DOWN,서전트오르크,박희상,,,2021-09-05,3,2,0,44000000,66.7,4,2021-12-26,30,울즐리,2021-10-23,2019,1,2021-08-19,양승희,,포입말
6833,2021,국산,44800,디바인퓨처즈,한국,수,갈색,디바인파크,골드퓨처즈,김정철,,,2021-09-04,3,0,0,2000000,0,6,2021-12-11,51,최용건,2021-10-13,2019,1,2021-08-19,김경남,,
6752,2021,국산,44526,원평코드,한국,수,갈색,메니피,케이프코드걸,유상호,2020-12-22,"81,000,000",2021-10-30,2,1,1,35200000,50,5,2022-01-29,10,정호익,2021-11-10,2019,1,2021-08-19,김영주,"81,000,000",
6871,2021,국산,44621,메니스피어,한국,암,갈색,메니피,디그리,김수경,,,2021-10-16,3,1,1,33800000,33.3,5,2021-12-25,52,김동균,2021-11-18,2019,1,2021-08-19,김영주,"45,000,000",
6738,2021,국산,45038,퀸의질주,한국,암,갈색,메니피,밸러드어브버티,김창희,,,2021-10-09,2,0,1,17200000,0,6,2021-12-26,52,김동균,2021-11-04,2019,1,2021-08-19,김영주,,
6171,2021,국산,44715,골드스위트,한국,암,흑갈색,사이먼퓨어,트리플축제,이병일,,,2021-09-12,2,0,1,5500000,0,6,2022-01-28,7,김병학,2021-10-30,2019,1,2021-08-19,이경하,"30,000,000",
6395,2021,국산,43898,닥터콩돌이,한국,수,밤색,사이먼퓨어,러블리케일린,박승현,2021-05-11,"20,000,000",2021-09-05,4,0,1,10800000,0,6,2021-11-19,1,백광열,2021-09-29,2019,1,2021-08-19,전기혁,"20,000,000",
6533,2021,국산,44649,퀄리티퀸,한국,암,갈색,사이먼퓨어,늘푸른코코,(주)늘푸른목장,,,2021-11-14,2,0,0,2000000,0,6,2022-01-28,17,장세한,2021-12-11,2019,1,2021-08-19,이경하,"15,000,000",
6612,2021,국산,44392,천은총,한국,암,갈색,선더모카신,선골드스키피,고창범,,,2021-09-11,3,1,0,15750000,33.3,5,2021-12-04,32,김윤섭,2021-10-29,2019,1,2021-08-19,이재현,"15,000,000",
6474,2021,국산,44463,닥터콩순이,한국,암,회색,올드패션드,그랜드마케팅,이광림,2021-05-11,"55,000,000",2021-08-22,4,0,2,17600000,0,5,2021-10-10,1,백광열,2021-09-01,2019,1,2021-08-19,전기혁,"55,000,000",
6930,2021,국산,44895,대호전설,한국,수,갈색,올드패션드,아라미르,김경민,,,2021-08-29,4,1,2,53000000,25,4,2021-10-22,1,백광열,2021-09-15,2019,1,2021-08-19,김경남,"10,000,000",
5873,2021,국산,43785,마풍질주,한국,수,회색,올드패션드,어레스티드레이디,강춘기,,,2021-10-17,,,,,,,,9,양귀선,2022-01-15,2019,1,2021-08-19,김경남,,
6170,2021,국산,43763,폴투윈,한국,수,갈색,위드디스팅션,원신다임,농업회사법인(주)트리플크라운팜,,,2021-09-12,1,0,0,,0,6,2022-02-18,19,김영관,2022-01-08,2019,1,2021-08-19,양승희,"30,000,000",
6810,2021,국산,44837,서귀퍼스트,한국,수,회색,인디밴드,대보름달,서귀포시축협,,,2021-09-05,,,,,,,,10,구민성,,2019,1,2021-08-19,한국생협A,,
6316,2021,국산,43704,불의꽃,한국,암,회색,카우보이칼,컨테서즈모멘트,이광림,2021-03-23,"55,000,000",2021-09-04,5,0,2,31300000,0,5,2021-10-30,35,임채덕,2021-09-29,2019,1,2021-08-19,한국생협A,"55,000,000",
6697,2021,국산,44340,나올킹,한국,수,회색,카우보이칼,그리자이,김기석,,,2021-08-21,1,0,0,,0,6,2022-02-26,37,심승태,2021-09-15,2019,1,2021-08-19,한국생협A,"30,000,000",
6628,2021,국산,44894,대지플라이,한국,암,흑갈색,카우보이칼,대지의미소,김근영,,,2021-09-05,3,0,0,,0,6,2021-12-12,10,구민성,2021-10-09,2019,1,2021-08-19,김경남,"20,000,000",
6789,2021,국산,44625,이글포인트,한국,수,회색,콩코드포인트,화이트이글,강영종,2021-03-23,"35,000,000",2021-09-11,2,0,1,14800000,0,6,2021-11-27,25,전승규,2021-10-07,2019,1,2021-08-19,한국생협A,"35,000,000",
6488,2021,국산,44139,클레어포인트,한국,암,회색,콩코드포인트,금희,조천근,,,2021-08-28,2,1,1,35200000,50,5,2021-12-18,40,송문길,2021-10-13,2019,1,2021-08-19,윤대근,"30,000,000",
6103,2021,국산,44789,어메이징나우,한국,수,갈색,콩코드포인트,나우나우나우,김정철,,,2021-09-04,1,0,0,,0,6,2021-12-19,1,박종곤,2021-10-07,2019,1,2021-08-19,김경남,,
6545,2021,국산,44645,원평퀸,한국,암,갈색,테이크차지인디,커팅에지,배병재,,,2021-08-21,4,0,0,3000000,0,6,2021-11-21,23,유재길,2021-10-21,2019,1,2021-08-19,김영주,"23,000,000",
6931,2021,국산,44869,고져스서브,한국,암,갈색,투아너앤드서브,헤이고져스,박정배,,,2021-09-25,2,0,0,2000000,0,6,2022-01-09,52,김동균,2021-11-10,2019,1,2021-08-19,이경하,"50,000,000",
6290,2021,국산,44637,포에버칸,한국,수,갈색,투아너앤드서브,어피칭리워드,강문혁,,,2021-08-28,4,1,0,33000000,25,5,2021-11-20,27,박병일,2021-10-29,2019,1,2021-08-19,윤치운,"23,000,000",
6873,2021,국산,44679,비트업,한국,수,갈색,투아너앤드서브,라이크더윈드,김성묵,2021-07-06,"21,000,000",2021-08-28,3,0,0,2000000,0,6,2021-11-21,13,이희영,2021-10-13,2019,1,2021-08-19,양승희,"21,000,000",
6365,2021,국산,44904,바벨포세이돈,한국,수,갈색,투아너앤드서브,마운틴수,정환,,,2021-08-22,4,0,1,14800000,0,6,2021-11-19,6,구영준,2021-10-06,2019,1,2021-08-19,김경남,"18,000,000",
6424,2021,국산,44158,남양천리,한국,거,밤색,피스룰즈,볼드스트리트캣,홍태수,,,2021-08-22,3,0,1,5500000,0,6,2021-10-22,6,구영준,2021-09-29,2019,1,2021-08-19,윤치운,,
6264,2021,국산,43708,글로벌프라임,한국,암,갈색,메니피,드림딜라이트,이용대,,,2021-08-21,3,0,0,10800000,0,6,2021-10-31,28,최상식,2021-09-15,2019,1,2021-08-13,홍성호,"50,000,000",
6325,2021,국산,44215,은성위너,한국,암,밤색,메니피,아침사랑,농업회사법인 프리미엄팜 주식회사,,,2021-08-29,4,1,0,37600000,25,5,2021-12-03,33,권승주,2021-10-21,2019,1,2021-08-13,이상근,"47,000,000",
6718,2021,국산,44815,원더풀할란,한국,암,갈색,아치아치아치,홀리데이스타렛,청호컴넷(주),2021-06-22,"25,000,000",2021-08-14,,,,,,,,20,배대선,2021-10-07,2019,1,2021-08-13,조근원,"25,000,000",
6890,2021,국산,44412,위대한함안,한국,암,흑갈색,아치아치아치,여러분의여왕,함안군승마공원,,,2021-10-18,,,,,,,,31,라이스,2021-11-27,2019,1,2021-08-13,조근원,,
6682,2021,국산,44295,그린파파고,한국,암,밤색,애니기븐새터데이,어번쇼커,전영환,2021-07-06,"30,000,000",2021-08-22,5,1,1,26950000,20,5,2021-12-03,31,라이스,2021-09-24,2019,1,2021-08-13,전호용,"30,000,000",
6881,2021,국산,44413,새로운함안,한국,수,갈색,어플릿익스프레스,우승찬스,함안군승마공원,,,2021-09-15,3,0,0,9250000,0,6,2021-12-05,16,김재섭,2021-10-30,2019,1,2021-08-13,전호용,,
6643,2021,국산,45027,가나패션,한국,암,회색,올드패션드,찬란한여명,박수영,,,2021-08-21,,,,,,,,26,안해양,2022-03-10,2019,1,2021-08-13,전호용,"32,000,000",
6675,2021,국산,44862,금아우노,한국,거,밤색,올드패션드,배다리여왕,이병일,,,2021-10-14,1,0,0,,0,6,2021-12-19,19,김영관,2021-11-27,2019,1,2021-08-13,이상근,"19,000,000",
6651,2021,국산,44110,스마트샤크,한국,거,갈색,위드디스팅션,타피즈드림,배은정,,,2021-08-22,,,,,,6,,27,이상영,2022-02-19,2019,1,2021-08-13,이상근,,
6868,2021,국산,44176,브라운,한국,수,갈색,인그란디어,칸의별,금악목장,,,2021-08-21,,,,,,,,53,김동철,2021-09-16,2019,1,2021-08-13,최종필,,
6683,2021,국산,44472,플라잉골드,한국,수,갈색,카우보이칼,파인질주,이광림,,,2021-08-21,3,0,0,8400000,0,6,2021-11-20,9,강성오,2021-10-13,2019,1,2021-08-13,최종필,"32,000,000",
6744,2021,국산,44280,세륭,한국,수,갈색,카우보이칼,절세가인,김창만,,,2021-08-21,,,,,,,,26,안해양,,2019,1,2021-08-13,전호용,"17,000,000",
6875,2021,국산,44684,은파마운틴,한국,수,갈색,커널존,스페셜파워,농업회사법인 프리미엄팜 주식회사,,,2021-10-02,,,,,,6,,15,박희철,2021-12-22,2019,1,2021-08-13,김용선,"40,000,000",
6824,2021,국산,44656,스페셜존,한국,수,갈색,커널존,메시지레드,오용운,,,2021-08-23,4,0,0,,0,6,2021-11-21,2,강형곤,2021-10-21,2019,1,2021-08-13,김용선,"35,000,000",
5949,2021,국산,43815,적토성산,한국,수,갈색,커널존,제스민,김영남,,,2021-08-14,5,0,0,2400000,0,6,2021-10-09,54,박천서,2021-08-25,2019,1,2021-08-13,김용선,"30,000,000",
6066,2021,국산,43964,리마커블,한국,암,갈색,커널존,원더드리머,김종식,2021-06-22,"20,000,000",2021-08-14,8,0,2,28700000,0,5,2021-09-18,49,지용철,2021-09-01,2019,1,2021-08-13,박복규,"20,000,000",
6193,2021,국산,45033,우승아이콘,한국,수,갈색,커널존,진명스나이퍼,이병일,,,2021-11-14,2,0,0,,0,6,2022-01-30,33,권승주,2021-12-30,2019,1,2021-08-13,이상근,"20,000,000",
6073,2021,국산,43986,올크라운,한국,암,갈색,컬러즈플라잉,블랙다이아,태영영농조합법인,2021-03-23,"23,000,000",2021-08-15,3,0,0,2400000,0,6,2021-12-03,15,안우성,2021-11-06,2019,1,2021-08-13,최종필,"23,000,000",
6907,2021,국산,44602,논스톱알리,한국,수,갈색,테스타마타,무하프리사,정경애,,,2021-08-21,4,0,0,1600000,0,6,2021-11-13,13,이희영,2021-09-29,2019,1,2021-08-13,홍성호,"20,000,000",
6292,2021,국산,44189,멋진하루,한국,수,갈색,티즈원더풀,마이티포에버,권자수,,,2021-11-21,2,0,0,1600000,0,6,2022-02-13,24,김길중,2021-12-25,2019,1,2021-08-13,김용선,"40,000,000",
6252,2021,국산,44020,티즈헌터,한국,수,갈색,티즈웨이,준벨러,농업회사법인(주)송암축산,,,2021-11-04,,,,,,6,,8,최용구,2022-01-19,2019,1,2021-08-13,김용선,,
6521,2021,국산,43924,타이탄삭스,한국,수,밤색,퍼지,천억이,전영환,2021-07-06,"29,000,000",2021-08-21,4,1,0,41200000,25,5,2021-11-14,14,이신영,2021-09-09,2019,1,2021-08-13,최종필,"29,000,000",
5972,2021,국산,44875,와이즈맨,한국,수,갈색,페더럴리스트,여시,임소연,,,2021-08-22,,,,,,,,30,울즐리,2021-10-23,2019,1,2021-08-13,박승호,,
6025,2021,국산,44262,솔라세일,한국,거,갈색,포리스트캠프,발렌타인버스,벽상영농조합법인,2021-05-11,"35,000,000",2021-08-26,3,0,0,,0,6,2022-01-09,22,강은석,2021-10-09,2019,1,2021-08-13,조근원,"35,000,000",
6346,2021,국산,43950,큐피드보우,한국,수,갈색,프라이빗보우,남행열차,정경애,,,2021-08-21,4,1,0,32800000,25,5,2021-11-27,23,유재길,2021-09-30,2019,1,2021-08-13,고명주,,
6294,2021,국산,43953,윈더맨,한국,수,갈색,피스룰즈,아일,현태봉,,,2021-08-14,,,,,,,,54,박천서,2021-09-02,2019,1,2021-08-13,김용선,"20,000,000",
6885,2021,국산,44897,푸른나래,한국,암,밤색,한센,푸른미소,민규동,,,2021-08-28,2,0,0,,0,6,2022-02-13,4,박윤규,2021-09-29,2019,1,2021-08-13,김용선,,
6928,2021,국산,44716,빅토리해피,한국,수,갈색,경부대로,해피엔딩토크,(주)늘푸른목장,,,2021-12-29,,,,,,6,,18,이정표,2022-01-26,2019,1,2021-08-05,이경하,,
6447,2021,국산,44653,굿바이래비츠,한국,수,갈색,래비츠,윌링,(주)늘푸른목장,,,2021-12-05,1,0,0,,0,6,2022-03-04,20,최기홍,2022-01-15,2019,1,2021-08-05,이경하,"20,000,000",
6106,2021,국산,43676,특별,한국,암,갈색,미스치비어슬리,세이유윌,배은정,,,2021-08-14,2,1,0,33000000,50,5,2021-10-24,25,전승규,2021-09-01,2019,1,2021-08-05,이경하,,
6898,2021,국산,44320,가속데이,한국,암,갈색,애니기븐새터데이,데이지어데이,강순옥,,,2021-08-08,3,0,1,13200000,0,6,2021-12-17,7,김병학,2021-10-09,2019,1,2021-08-05,양승희,"30,000,000",
6351,2021,국산,45072,하트브레이커,한국,수,흑갈색,인디밴드,고치령,김경태,,,2021-09-19,,,,,,,,19,김영관,,2019,1,2021-08-05,윤대근,,
5857,2021,국산,43706,화수분,한국,암,갈색,카우보이칼,걸즈라이크,이용대,2021-03-23,"37,000,000",2021-08-14,5,1,1,50900000,20,5,2021-10-02,10,정호익,2021-09-01,2019,1,2021-08-05,양승희,"37,000,000",
6311,2021,국산,44734,대지퍼펙트,한국,암,갈색,카우보이칼,어메이징대지,김근영,,,2021-08-15,2,0,0,8400000,0,6,2021-12-17,10,구민성,2021-10-02,2019,1,2021-08-05,김경남,"20,000,000",
6289,2021,국산,45075,클래스희망,한국,암,회색,카우보이칼,태피튜드,김경태,,,2021-12-25,,,,,,,,4,박윤규,2022-02-09,2019,1,2021-08-05,윤대근,"15,000,000",
6613,2021,국산,44391,에이스아모카,한국,암,회색,콩코드포인트,러블리스타,강필석,,,2021-11-28,,,,,,,,31,라이스,,2019,1,2021-08-05,김영주,"25,000,000",
6791,2021,국산,44646,킥앤드러시,한국,암,갈색,테이크차지인디,펀인모션,배병재,,,2021-09-05,1,0,0,,0,6,2021-11-07,31,라이스,2021-10-09,2019,1,2021-08-05,윤대근,"18,000,000",
6186,2021,국산,44123,핼러윈데이,한국,암,갈색,투아너앤드서브,코즈투셀러브레트,강태호,,,2021-08-08,3,0,0,,0,6,2021-12-19,10,구민성,2021-09-15,2019,1,2021-08-05,김경남,"40,000,000",
6493,2021,국산,44229,은혜서브,한국,암,회색,투아너앤드서브,레이디프레스카,전동호,,,2021-08-14,5,0,1,22800000,0,6,2021-10-23,27,박병일,2021-09-16,2019,1,2021-08-05,한국생협B,"20,000,000",
6143,2021,국산,44088,머스트맨,한국,수,밤색,플랜,노던디바,윤보식,,,2021-12-05,,,,,,,,28,하무선,2022-01-26,2019,1,2021-08-05,윤치운,"30,000,000",
6188,2021,국산,44095,다운더존,한국,암,갈색,한센,감화력,강순옥,2021-07-06,"40,000,000",2021-08-14,4,0,0,5600000,0,6,2021-10-16,52,김동균,2021-09-01,2019,1,2021-08-05,양승희,"40,000,000",
5940,2021,국산,43731,두손드라이브,한국,수,회색,한센,홀리드라이브,김중환,2021-05-11,"33,000,000",2021-08-14,4,0,1,13200000,0,6,2021-10-16,50,박재우,2021-09-08,2019,1,2021-08-05,이재현,"33,000,000",
6288,2021,국산,43846,컴플리트웨펀,한국,수,회색,한센,평촌라이언,고성만,2021-05-11,"20,000,000",2021-08-28,1,0,0,,0,6,2022-02-20,50,박재우,2021-09-15,2019,1,2021-08-05,이재현,"20,000,000",
6451,2021,국산,44287,와일드삭스,한국,수,밤색,한센,엠파이어캔디,정성빈,2021-05-11,"20,000,000",2021-08-14,5,1,1,37200000,20,5,2021-10-09,42,이관호,2021-09-08,2019,1,2021-08-05,김경남,"20,000,000",
6383,2021,국산,46550,새내포레스트,한국,암,갈색,메니피,스피너,정환,,,2021-08-07,1,0,0,,0,6,2021-12-12,24,서홍수,2021-10-14,2019,1,2021-07-23,조근원,"50,000,000",
6813,2021,국산,44533,마이럴러바이,한국,암,회색,선더모카신,에미즈럴러바이,페가수스,,,2021-12-03,,,,,,6,,30,울즐리,2022-01-19,2019,1,2021-07-23,조근원,,
6496,2021,국산,44043,상임여왕,한국,암,갈색,아치아치아치,투큐트투부트,장용석,2021-10-26,"20,000,000",2021-10-31,2,1,0,27600000,50,5,2022-01-28,22,강은석,2021-12-04,2019,1,2021-07-23,김용선,"20,000,000",
